"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"112","so far, should also go up","Cho đến nay là vậy. Vậy điều đó cũng nên tăng lên. (Ghép câu ngắn ""So far it is."" vào câu sau.)","So far it is. So that should **also go up.**","So___far___it___is.___So___that___should___**also___go___up.**","/soʊ fɑr ɪt ɪz soʊ ðət ʃʊd ˈɔlsoʊ goʊ əp/","soʊ___fɑr___ɪt___ɪz___soʊ___ðət___ʃʊd___ˈɔlsoʊ___goʊ___əp"
"113","sold yourself short, only banks or big companies, attracted to come back","Bạn có một chút đánh giá thấp bản thân trước đó khi bạn nói về thị trường, nhưng đây thực sự là một trong số rất ít ngân hàng hay công ty lớn ở Việt Nam mà kiểu người, hồ sơ, những người bạn đang nói tới sẽ bị thu hút để trở về và làm việc tại đây.","You a little bit **sold yourself short** before again where you were saying you know the market or but this is **really one of the** only banks or big companies in Vietnam that the type the profile the people you're talking about would be attracted to come back and work at.","You___a___little___bit___**sold___yourself___short**___before___again___where___you___were___saying___you___know___the___market___or___but___this___is___**really___one___of___the**___only___banks___or___big___companies___in___Vietnam___that___the___type___the___profile___the___people___you're___talking___about___would___be___attracted___to___come___back___and___work___at.","/ju ə ˈlɪtəl bɪt soʊld ˈjɔrsɛlf ʃɔrt ˌbiˈfɔr əˈgɛn wɛr ju wər seɪɪŋ ju noʊ ðə ˈmɑrkɪt ər bət ðɪs ɪz ˈrɪli wən əv ðə ˈoʊnli bæŋks ər bɪg ˈkəmpəˌniz ɪn viˌɛtˈnɑm ðət ðə taɪp ðə ˈproʊˌfaɪl ðə ˈpipəl jʊr ˈtɔkɪŋ əˈbaʊt wʊd bi əˈtræktəd tɪ kəm bæk ənd wərk æt/","ju___ə___ˈlɪtəl___bɪt___soʊld___ˈjɔrsɛlf___ʃɔrt___ˌbiˈfɔr___əˈgɛn___wɛr___ju___wər___seɪɪŋ___ju___noʊ___ðə___ˈmɑrkɪt___ər___bət___ðɪs___ɪz___ˈrɪli___wən___əv___ðə___ˈoʊnli___bæŋks___ər___bɪg___ˈkəmpəˌniz___ɪn___viˌɛtˈnɑm___ðət___ðə___taɪp___ðə___ˈproʊˌfaɪl___ðə___ˈpipəl___jʊr___ˈtɔkɪŋ___əˈbaʊt___wʊd___bi___əˈtræktəd___tɪ___kəm___bæk___ənd___wərk___æt"
"114","network effects, bring talent back, incentives, day-to-day life","Và đối với một số người, đơn giản là chưa đến đúng thời điểm, nhưng dần dần, sau một hay hai năm, họ lại liên hệ lại, hoặc họ có người quen biết người quen, vậy nên tôi nghĩ những hiệu ứng mạng lưới này được xây dựng theo thời gian, tôi nghĩ chính phủ hiện nay cũng đang cố gắng phần nào để thực sự đưa nhân tài trở về, vậy nên có rất nhiều ưu đãi và tất cả những điều này, tôi vẫn tin rằng cuối cùng bạn cần cho mọi người thấy rất cụ thể cuộc sống hàng ngày của họ sẽ như thế nào.","And for some of them it's just not the right time right but they are actually coming overtime after one year or two year they are reaching out again right or they are having someone who knows someone right so I think these **network effects** build over time I think the government right now is trying a little bit to really **bring also talent back** right so there are a lot of incentives and all of this right I still believe it comes down to you need to show people very concretely how will their day today life.","And___for___some___of___them___it's___just___not___the___right___time___right___but___they___are___actually___coming___overtime___after___one___year___or___two___year___they___are___reaching___out___again___right___or___they___are___having___someone___who___knows___someone___right___so___I___think___these___**network___effects**___build___over___time___I___think___the___government___right___now___is___trying___a___little___bit___to___really___**bring___also___talent___back**___right___so___there___are___a___lot___of___incentives___and___all___of___this___right___I___still___believe___it___comes___down___to___you___need___to___show___people___very___concretely___how___will___their___day___today___life.","/ənd fər səm əv ðɛm ɪts ʤɪst nɑt ðə raɪt taɪm raɪt bət ðeɪ ər ˈæˌkʧuəli ˈkəmɪŋ ˈoʊvərˌtaɪm ˈæftər wən jɪr ər tu jɪr ðeɪ ər ˈriʧɪŋ aʊt əˈgɛn raɪt ər ðeɪ ər ˈhævɪŋ ˈsəmˌwən hu noʊz ˈsəmˌwən raɪt soʊ aɪ θɪŋk ðiz ˈnɛtˌwərk ˈifɛkts bɪld ˈoʊvər taɪm aɪ θɪŋk ðə ˈgəvərnmənt raɪt naʊ ɪz traɪɪŋ ə ˈlɪtəl bɪt tɪ ˈrɪli brɪŋ ˈɔlsoʊ ˈtælənt bæk raɪt soʊ ðɛr ər ə lɔt əv ˌɪnˈsɪnɪvz ənd ɔl əv ðɪs raɪt aɪ stɪl bɪˈliv ɪt kəmz daʊn tɪ ju nid tɪ ʃoʊ ˈpipəl ˈvɛri ˈkɑnˌkritli haʊ wɪl ðɛr deɪ təˈdeɪ laɪf/","ənd___fər___səm___əv___ðɛm___ɪts___ʤɪst___nɑt___ðə___raɪt___taɪm___raɪt___bət___ðeɪ___ər___ˈæˌkʧuəli___ˈkəmɪŋ___ˈoʊvərˌtaɪm___ˈæftər___wən___jɪr___ər___tu___jɪr___ðeɪ___ər___ˈriʧɪŋ___aʊt___əˈgɛn___raɪt___ər___ðeɪ___ər___ˈhævɪŋ___ˈsəmˌwən___hu___noʊz___ˈsəmˌwən___raɪt___soʊ___aɪ___θɪŋk___ðiz___ˈnɛtˌwərk___ˈifɛkts___bɪld___ˈoʊvər___taɪm___aɪ___θɪŋk___ðə___ˈgəvərnmənt___raɪt___naʊ___ɪz___traɪɪŋ___ə___ˈlɪtəl___bɪt___tɪ___ˈrɪli___brɪŋ___ˈɔlsoʊ___ˈtælənt___bæk___raɪt___soʊ___ðɛr___ər___ə___lɔt___əv___ˌɪnˈsɪnɪvz___ənd___ɔl___əv___ðɪs___raɪt___aɪ___stɪl___bɪˈliv___ɪt___kəmz___daʊn___tɪ___ju___nid___tɪ___ʃoʊ___ˈpipəl___ˈvɛri___ˈkɑnˌkritli___haʊ___wɪl___ðɛr___deɪ___təˈdeɪ___laɪf"
"115","really, look like","Vâng. Thật sao? Nó sẽ trông như thế nào? (Ghép các câu ngắn ""Yeah."" và ""Really?"" vào câu sau.)","Yeah. Really? How will it look like?","Yeah.___Really?___How___will___it___look___like?","/jæ ˈrɪli haʊ wɪl ɪt lʊk laɪk/","jæ___ˈrɪli___haʊ___wɪl___ɪt___lʊk___laɪk"
"116","makes a difference","Và tôi nghĩ điều đó tạo nên sự khác biệt.","And I think **that makes a** difference.","And___I___think___**that___makes___a**___difference.","/ənd aɪ θɪŋk ðət meɪks ə ˈdɪfərəns/","ənd___aɪ___θɪŋk___ðət___meɪks___ə___ˈdɪfərəns"
"117","needs to be organic","Vâng. Nó cần phải diễn ra một cách tự nhiên. (Ghép câu ngắn ""Yeah."" vào câu sau.)","Yeah. It needs **to be organic.**","Yeah.___It___needs___**to___be___organic.**","/jæ ɪt nidz tɪ bi ɔrˈgænɪk/","jæ___ɪt___nidz___tɪ___bi___ɔrˈgænɪk"
"118","how is life","Vậy, cuộc sống thế nào, Jens?","So, how is life, Jens?","So,___how___is___life,___Jens?","/soʊ haʊ ɪz laɪf jɛnz/","soʊ___haʊ___ɪz___laɪf___jɛnz"
"119","six years, Hanoi","Đã sáu năm rồi ở Hà Nội, Việt Nam.","It's been **six years Hanoi,** Vietnam.","It's___been___**six___years___Hanoi,**___Vietnam.","/ɪts bɪn sɪks jɪrz ˈhænɔɪ viˌɛtˈnɑm/","ɪts___bɪn___sɪks___jɪrz___ˈhænɔɪ___viˌɛtˈnɑm"
"120","how has it been","Nó đã như thế nào đối với bạn?","How has it been for you?","How___has___it___been___for___you?","/haʊ həz ɪt bɪn fər ju/","haʊ___həz___ɪt___bɪn___fər___ju"
"121","hear from you, relatively simple","Hãy nghe bạn chia sẻ. Bạn thấy đó, tôi nghĩ nó khá đơn giản. (Ghép câu ngắn ""Let's hear from you."" vào câu sau.)","Let's hear from you. You see, I think it's **relatively simple.**","Let's___hear___from___you.___You___see,___I___think___it's___**relatively___simple.**","/lɛts hir frəm ju ju si aɪ θɪŋk ɪts ˈrɛlətɪvli ˈsɪmpəl/","lɛts___hir___frəm___ju___ju___si___aɪ___θɪŋk___ɪts___ˈrɛlətɪvli___ˈsɪmpəl"
"122","as I said, have impact","Tôi, như tôi đã nói, tôi muốn tạo ra tác động, đúng không?","I, as I said, I like to **have impact, right?**","I,___as___I___said,___I___like___to___**have___impact,___right?**","/aɪ ɛz aɪ sɛd aɪ laɪk tɪ hæv ˌɪmˈpækt raɪt/","aɪ___ɛz___aɪ___sɛd___aɪ___laɪk___tɪ___hæv___ˌɪmˈpækt___raɪt"
"123","coming down to, changing lives","Và tôi nghĩ quy về việc chúng tôi đã có tác động chưa, chúng tôi có đang thay đổi cuộc sống của mọi người không?","And I think coming down to have we had impact, are **we changing** lives?","And___I___think___coming___down___to___have___we___had___impact,___are___**we___changing**___lives?","/ənd aɪ θɪŋk ˈkəmɪŋ daʊn tɪ hæv wi hæd ˌɪmˈpækt ər wi ˈʧeɪnʤɪŋ lɪvz/","ənd___aɪ___θɪŋk___ˈkəmɪŋ___daʊn___tɪ___hæv___wi___hæd___ˌɪmˈpækt___ər___wi___ˈʧeɪnʤɪŋ___lɪvz"
"124","making lives better","Chúng tôi có đang làm cho cuộc sống tốt hơn không?","Are we **making lives better?**","Are___we___**making___lives___better?**","/ər wi ˈmeɪkɪŋ lɪvz ˈbɛtər/","ər___wi___ˈmeɪkɪŋ___lɪvz___ˈbɛtər"
"125","depending on how you measure, successful in certain areas","Ừm, và tôi nghĩ tùy vào cách bạn đo lường nó, tôi nghĩ chúng tôi thành công trong một số lĩnh vực nhất định, đúng không?","Um, and I think depending on how you measure it, I think we're successful in **certain areas, right?**","Um,___and___I___think___depending___on___how___you___measure___it,___I___think___we're___successful___in___**certain___areas,___right?**","/əm ənd aɪ θɪŋk dɪˈpɛndɪŋ ɔn haʊ ju ˈmɛʒər ɪt aɪ θɪŋk wɪr səkˈsɛsfəl ɪn ˈsərtən ˈɛriəz raɪt/","əm___ənd___aɪ___θɪŋk___dɪˈpɛndɪŋ___ɔn___haʊ___ju___ˈmɛʒər___ɪt___aɪ___θɪŋk___wɪr___səkˈsɛsfəl___ɪn___ˈsərtən___ˈɛriəz___raɪt"
"126","every single day, working very hard","Và tôi nghĩ mỗi ngày chúng tôi đều làm việc rất chăm chỉ để biến điều này thành sự thật.","And um I think every single **day we're working** very hard **to make this** happen.","And___um___I___think___every___single___**day___we're___working**___very___hard___**to___make___this**___happen.","/ənd əm aɪ θɪŋk ˈɛvəri ˈsɪŋgəl deɪ wɪr ˈwərkɪŋ ˈvɛri hɑrd tɪ meɪk ðɪs ˈhæpən/","ənd___əm___aɪ___θɪŋk___ˈɛvəri___ˈsɪŋgəl___deɪ___wɪr___ˈwərkɪŋ___ˈvɛri___hɑrd___tɪ___meɪk___ðɪs___ˈhæpən"
"127","much more exciting, optimizing on the fringes, big moves","Miễn là điều đó đúng, tôi cảm thấy nó thú vị hơn nhiều so với việc ngồi tối ưu hóa những chuyện nhỏ nhặt bên lề, đúng không? Đó là những bước đi lớn. (Ghép câu ngắn ""It's these big moves."" vào câu trước.)","As long as that is the case, then I feel it's much more exciting than **sitting and optimizing** on the fringes and doing a little bit here or there, right? It's **these big moves.**","As___long___as___that___is___the___case,___then___I___feel___it's___much___more___exciting___than___**sitting___and___optimizing**___on___the___fringes___and___doing___a___little___bit___here___or___there,___right?___It's___**these___big___moves.**","/ɛz lɔŋ ɛz ðət ɪz ðə keɪs ðɛn aɪ fil ɪts məʧ mɔr ɪkˈsaɪtɪŋ ðən ˈsɪtɪŋ ənd ˈɑptɪˌmaɪzɪŋ ɔn ðə ˈfrɪnʤɪz ənd duɪŋ ə ˈlɪtəl bɪt hir ər ðɛr raɪt ɪts ðiz bɪg muvz/","ɛz___lɔŋ___ɛz___ðət___ɪz___ðə___keɪs___ðɛn___aɪ___fil___ɪts___məʧ___mɔr___ɪkˈsaɪtɪŋ___ðən___ˈsɪtɪŋ___ənd___ˈɑptɪˌmaɪzɪŋ___ɔn___ðə___ˈfrɪnʤɪz___ənd___duɪŋ___ə___ˈlɪtəl___bɪt___hir___ər___ðɛr___raɪt___ɪts___ðiz___bɪg___muvz"
"128","thank you, sharing","Vâng. Và cảm ơn bạn đã chia sẻ điều đó. (Ghép câu ngắn ""Yeah."" vào câu sau.)","Yeah. And thank you **for sharing** that.","Yeah.___And___thank___you___**for___sharing**___that.","/jæ ənd θæŋk ju fər ˈʃɛrɪŋ ðət/","jæ___ənd___θæŋk___ju___fər___ˈʃɛrɪŋ___ðət"
"129","comment, my perspective","Tôi muốn bình luận từ góc nhìn của tôi.","I want to comment **from my perspective.**","I___want___to___comment___**from___my___perspective.**","/aɪ wɔnt tɪ ˈkɑmɛnt frəm maɪ pərˈspɛktɪv/","aɪ___wɔnt___tɪ___ˈkɑmɛnt___frəm___maɪ___pərˈspɛktɪv"
"130","Vietnamese overseas","Ừm, vậy tôi cũng là một người Việt ở nước ngoài.","Um, so I'm a **Vietnamese overseas as** well.","Um,___so___I'm___a___**Vietnamese___overseas___as**___well.","/əm soʊ aɪm ə viˌɛtnɑˈmis ˈoʊvərˈsiz ɛz wɛl/","əm___soʊ___aɪm___ə___viˌɛtnɑˈmis___ˈoʊvərˈsiz___ɛz___wɛl"
"131","run, media company","Tôi điều hành một công ty truyền thông.","I run **a media company.**","I___run___**a___media___company.**","/aɪ rən ə ˈmidiə ˈkəmpəˌni/","aɪ___rən___ə___ˈmidiə___ˈkəmpəˌni"
"132","a lot of people, commenting online","Vậy chúng tôi chỉ nghe từ rất nhiều người bình luận trên mạng, có thể nói vậy.","So we just hear from a lot of **people commenting** online, let's say.","So___we___just___hear___from___a___lot___of___**people___commenting**___online,___let's___say.","/soʊ wi ʤɪst hir frəm ə lɔt əv ˈpipəl ˈkɑmɛntɪŋ ˈɔnˌlaɪn lɛts seɪ/","soʊ___wi___ʤɪst___hir___frəm___ə___lɔt___əv___ˈpipəl___ˈkɑmɛntɪŋ___ˈɔnˌlaɪn___lɛts___seɪ"
"133","purpose, impact, the hardest 10%","Và, tôi nghĩ bạn đúng, mục đích, tác động là 90%, hoặc có thể là 10% khó nhất, đúng không?","And, uh, I think you're right, purpose, impact is **the 90%** or **perhaps the hardest 10%,** right?","And,___uh,___I___think___you're___right,___purpose,___impact___is___**the___90%**___or___**perhaps___the___hardest___10%,**___right?","/ənd ə aɪ θɪŋk jʊr raɪt ˈpərpəs ˌɪmˈpækt ɪz ðə ˈnaɪnti ər pərˈhæps ðə ˈhɑrdəst tɛn raɪt/","ənd___ə___aɪ___θɪŋk___jʊr___raɪt___ˈpərpəs___ˌɪmˈpækt___ɪz___ðə___ˈnaɪnti___ər___pərˈhæps___ðə___ˈhɑrdəst___tɛn___raɪt"
"134","convince people, life in Vietnam, work permit","Nhưng tôi thấy rằng 90% còn lại là thuyết phục mọi người, ví dụ về cuộc sống ở Việt Nam, ví dụ như xin giấy phép lao động thì như thế nào?","But I find that the **90% to convince** people like life in Vietnam, like what is it like to **get a work** permit?","But___I___find___that___the___**90%___to___convince**___people___like___life___in___Vietnam,___like___what___is___it___like___to___**get___a___work**___permit?","/bət aɪ faɪnd ðət ðə ˈnaɪnti tɪ kənˈvɪns ˈpipəl laɪk laɪf ɪn viˌɛtˈnɑm laɪk wət ɪz ɪt laɪk tɪ gɪt ə wərk ˈpərˌmɪt/","bət___aɪ___faɪnd___ðət___ðə___ˈnaɪnti___tɪ___kənˈvɪns___ˈpipəl___laɪk___laɪf___ɪn___viˌɛtˈnɑm___laɪk___wət___ɪz___ɪt___laɪk___tɪ___gɪt___ə___wərk___ˈpərˌmɪt"
"135","leads me to my question, mutual friend, recording","Vậy, điều đó dẫn tôi đến câu hỏi của mình, vì Mike và tôi đã có một buổi ghi hình với người bạn chung của chúng tôi, Rich Mlen, vài ngày trước, từ VFC.","So, that leads me to my question cuz uh Mike and I, we actually had a **recording with our** mutual friend Rich Mlen the other day uh from VFC.","So,___that___leads___me___to___my___question___cuz___uh___Mike___and___I,___we___actually___had___a___**recording___with___our**___mutual___friend___Rich___Mlen___the___other___day___uh___from___VFC.","/soʊ ðət lidz mi tɪ maɪ kˈwɛʃən kəz ə maɪk ənd aɪ wi ˈæˌkʧuəli hæd ə rɪˈkɔrdɪŋ wɪθ ɑr mˈjuʧuəl frɛnd rɪʧ məˈlɛn ðə ˈəðər deɪ ə frəm ˈvi.ɛf.si/","soʊ___ðət___lidz___mi___tɪ___maɪ___kˈwɛʃən___kəz___ə___maɪk___ənd___aɪ___wi___ˈæˌkʧuəli___hæd___ə___rɪˈkɔrdɪŋ___wɪθ___ɑr___mˈjuʧuəl___frɛnd___rɪʧ___məˈlɛn___ðə___ˈəðər___deɪ___ə___frəm___ˈvi.ɛf.si"
"136","stands for, Vietnam International Finance Center","Đối với khán giả, nếu bạn không biết tôi đang nói về điều gì, VIC là viết tắt của Vietnam International Finance Center.","For the audience, if you don't know what I'm talking about, **uh VIC stands for Vietnam** International Finance Center.","For___the___audience,___if___you___don't___know___what___I'm___talking___about,___**uh___VIC___stands___for___Vietnam**___International___Finance___Center.","/fər ðə ˈɔdiəns ɪf ju doʊnt noʊ wət aɪm ˈtɔkɪŋ əˈbaʊt ə vɪk stændz fər viˌɛtˈnɑm ˌɪnərˈnæʃənɑl ˈfaɪˌnæns ˈsɛnər/","fər___ðə___ˈɔdiəns___ɪf___ju___doʊnt___noʊ___wət___aɪm___ˈtɔkɪŋ___əˈbaʊt___ə___vɪk___stændz___fər___viˌɛtˈnɑm___ˌɪnərˈnæʃənɑl___ˈfaɪˌnæns___ˈsɛnər"
"137","the CEO, discussion link, comments below","Rich Mlullen, CEO của tổ chức đó, chúng tôi vừa có một buổi thảo luận, đường link ở phần bình luận dưới đây.","Rich Mlullen, the CEO, we just had a discussion **link in the comments** below.","Rich___Mlullen,___the___CEO,___we___just___had___a___discussion___**link___in___the___comments**___below.","/rɪʧ məˈlʌlən ðə ˈsiˌiˈoʊ wi ʤɪst hæd ə dɪˈskəʃən lɪŋk ɪn ðə ˈkɑmɛnts bɪˈloʊ/","rɪʧ___məˈlʌlən___ðə___ˈsiˌiˈoʊ___wi___ʤɪst___hæd___ə___dɪˈskəʃən___lɪŋk___ɪn___ðə___ˈkɑmɛnts___bɪˈloʊ"
"138","various initiatives, expedited work permits, barrier for recruitment","Anh ấy nói về việc có nhiều sáng kiến đang diễn ra ở cấp đó, chẳng hạn như đẩy nhanh cấp giấy phép lao động, miễn thuế, và những điều tương tự, cùng nhiều thứ khác, liệu điều đó có giúp gì không, vì khi nghe về những lợi ích đó tôi lại nghĩ đến Dubai, nghĩ đến Singapore, Hong Kong, liệu điều đó có giúp được gì không, và điều đó có từng được nhắc đến như một rào cản đối với việc thu hút nhân tài không. (Câu dài, ghép từ nhiều lượt nói bị chồng lấp trong bản gỡ băng gốc.)","He talked about how there's various initiatives happening at that level such as expedited work permits um taxfree I something like that right Mike um among other things will that help uh because you know when I hear about those kind of benefits I guess you could say I think of like Dubai I think of Singapore Hong Kong is that going to help at all has that come up in conversation as a **barrier for recruitment of talent.**","He___talked___about___how___there's___various___initiatives___happening___at___that___level___such___as___expedited___work___permits___um___taxfree___I___something___like___that___right___Mike___um___among___other___things___will___that___help___uh___because___you___know___when___I___hear___about___those___kind___of___benefits___I___guess___you___could___say___I___think___of___like___Dubai___I___think___of___Singapore___Hong___Kong___is___that___going___to___help___at___all___has___that___come___up___in___conversation___as___a___**barrier___for___recruitment___of___talent.**","/hi tɔkt əˈbaʊt haʊ ðɛrz ˈvɛriəs ˌɪˈnɪʃətɪvz ˈhæpənɪŋ æt ðət ˈlɛvəl səʧ ɛz ˈɛkspɪˌdaɪtɪd wərk ˈpərˌmɪts əm ˈtæksˈfri aɪ ˈsəmθɪŋ laɪk ðət raɪt maɪk əm əˈməŋ ˈəðər θɪŋz wɪl ðət hɛlp ə bɪˈkəz ju noʊ wɪn aɪ hir əˈbaʊt ðoʊz kaɪnd əv ˈbɛnəfɪts aɪ gɛs ju kʊd seɪ aɪ θɪŋk əv laɪk duˈbaɪ aɪ θɪŋk əv ˈsɪŋəˌpɔr hɔŋ kɔŋg ɪz ðət goʊɪŋ tɪ hɛlp æt ɔl həz ðət kəm əp ɪn ˌkɑnvərˈseɪʃən ɛz ə ˈbɛriər fər rɪˈkrutmənt əv ˈtælənt/","hi___tɔkt___əˈbaʊt___haʊ___ðɛrz___ˈvɛriəs___ˌɪˈnɪʃətɪvz___ˈhæpənɪŋ___æt___ðət___ˈlɛvəl___səʧ___ɛz___ˈɛkspɪˌdaɪtɪd___wərk___ˈpərˌmɪts___əm___ˈtæksˈfri___aɪ___ˈsəmθɪŋ___laɪk___ðət___raɪt___maɪk___əm___əˈməŋ___ˈəðər___θɪŋz___wɪl___ðət___hɛlp___ə___bɪˈkəz___ju___noʊ___wɪn___aɪ___hir___əˈbaʊt___ðoʊz___kaɪnd___əv___ˈbɛnəfɪts___aɪ___gɛs___ju___kʊd___seɪ___aɪ___θɪŋk___əv___laɪk___duˈbaɪ___aɪ___θɪŋk___əv___ˈsɪŋəˌpɔr___hɔŋ___kɔŋg___ɪz___ðət___goʊɪŋ___tɪ___hɛlp___æt___ɔl___həz___ðət___kəm___əp___ɪn___ˌkɑnvərˈseɪʃən___ɛz___ə___ˈbɛriər___fər___rɪˈkrutmənt___əv___ˈtælənt"
"139","overseas Vietnamese","Tôi không có ý nói riêng người Việt ở nước ngoài.","I don't mean **overseas Vietnamese either.**","I___don't___mean___**overseas___Vietnamese___either.**","/aɪ doʊnt min ˈoʊvərˈsiz viˌɛtnɑˈmis ˈiðər/","aɪ___doʊnt___min___ˈoʊvərˈsiz___viˌɛtnɑˈmis___ˈiðər"
"140","international talent","Tôi cũng muốn nói đến cả nhân tài quốc tế nói chung.","I mean also just **international talent.**","I___mean___also___just___**international___talent.**","/aɪ min ˈɔlsoʊ ʤɪst ˌɪnərˈnæʃənɑl ˈtælənt/","aɪ___min___ˈɔlsoʊ___ʤɪst___ˌɪnərˈnæʃənɑl___ˈtælənt"
"141","people we want to have, a lot of other options","Vậy tôi nghĩ những người chúng tôi muốn có được là những người có rất nhiều lựa chọn khác.","So I think so people we want to have are people who have **a lot of other** options.","So___I___think___so___people___we___want___to___have___are___people___who___have___**a___lot___of___other**___options.","/soʊ aɪ θɪŋk soʊ ˈpipəl wi wɔnt tɪ hæv ər ˈpipəl hu hæv ə lɔt əv ˈəðər ˈɔpʃənz/","soʊ___aɪ___θɪŋk___soʊ___ˈpipəl___wi___wɔnt___tɪ___hæv___ər___ˈpipəl___hu___hæv___ə___lɔt___əv___ˈəðər___ˈɔpʃənz"
"142","leftovers, right","Vậy là bạn không lấy phần còn lại, đúng không?","So you're not taking the **leftovers**, right?","So___you're___not___taking___the___**leftovers**,___right?","/soʊ jʊr nɑt ˈteɪkɪŋ ðə ˈlɛftoʊvərz raɪt/","soʊ___jʊr___nɑt___ˈteɪkɪŋ___ðə___ˈlɛftoʊvərz___raɪt"
"143","actively compete","Bạn cần phải cạnh tranh một cách chủ động.","You need to **actively compete**.","You___need___to___**actively___compete**.","/ju nid tu ˈæktɪvli kəmˈpit/","ju___nid___tu___ˈæktɪvli___kəmˈpit"
"144","first one, be clear, globally competitive compensation, need to pay, right","Và điều đầu tiên là, tôi nghĩ chúng ta nên nói rõ, là bạn cần phải trả mức lương có tính cạnh tranh toàn cầu, đúng không? (Đã bỏ phần lặp từ do nói vấp.)","And so the first one is, I think we should be clear, you need to be able to pay **globally competitive compensation**, right?","And___so___the___first___one___is,___I___think___we___should___be___clear,___you___need___to___be___able___to___pay___**globally___competitive___compensation**,___right?","/ænd soʊ ðə fɜrst wʌn ɪz aɪ θɪŋk wi ʃʊd bi klɪr ju nid tu bi ˈeɪbəl tu peɪ ˈɡloʊbəli kəmˈpɛtɪtɪv ˌkɑmpənˈseɪʃən raɪt/","ænd___soʊ___ðə___fɜrst___wʌn___ɪz___aɪ___θɪŋk___wi___ʃʊd___bi___klɪr___ju___nid___tu___bi___ˈeɪbəl___tu___peɪ___ˈɡloʊbəli___kəmˈpɛtɪtɪv___ˌkɑmpənˈseɪʃən___raɪt"
"145","our philosophy, reduce overall cost, fewer people, pay more","Và điều đó thì chúng tôi có thể làm được, và chúng tôi đã xem xét vấn đề này, và triết lý của chúng tôi cuối cùng là chúng tôi không muốn giảm tổng doanh số hoặc tổng chi phí nhân sự, nhưng chúng tôi vui lòng trả cho ít người hơn để chúng tôi có thể trả nhiều hơn.","And that we can do, and we basically looked at it, and **our philosophy** is ultimately we don't want to reduce our overall sales or our overall staff cost, but we're happy, let's say, to pay it to **fewer people** so that we can actually pay more.","And___that___we___can___do,___and___we___basically___looked___at___it,___and___**our___philosophy**___is___ultimately___we___don't___want___to___reduce___our___overall___sales___or___our___overall___staff___cost,___but___we're___happy,___let's___say,___to___pay___it___to___**fewer___people**___so___that___we___can___actually___pay___more.","/ænd ðæt wi kən du ænd wi ˈbeɪsɪkli lʊkt æt ɪt ænd aʊr fəˈlɑsəfi ɪz ˈʌltəmətli wi doʊnt wɑnt tu rɪˈdus aʊr ˈoʊvərɔl seɪlz ɔr aʊr ˈoʊvərɔl stæf kɔst bʌt wɪr ˈhæpi lɛts seɪ tu peɪ ɪt tu ˈfjuər ˈpipəl soʊ ðæt wi kən ˈæktʃuəli peɪ mɔr/","ænd___ðæt___wi___kən___du___ænd___wi___ˈbeɪsɪkli___lʊkt___æt___ɪt___ænd___aʊr___fəˈlɑsəfi___ɪz___ˈʌltəmətli___wi___doʊnt___wɑnt___tu___rɪˈdus___aʊr___ˈoʊvərɔl___seɪlz___ɔr___aʊr___ˈoʊvərɔl___stæf___kɔst___bʌt___wɪr___ˈhæpi___lɛts___seɪ___tu___peɪ___ɪt___tu___ˈfjuər___ˈpipəl___soʊ___ðæt___wi___kən___ˈæktʃuəli___peɪ___mɔr"
"146","really looking for quality","Vậy nên chúng tôi thực sự đang tìm kiếm chất lượng.","So we're really looking for **quality**.","So___we're___really___looking___for___**quality**.","/soʊ wɪr ˈrɪli ˈlʊkɪŋ fɔr ˈkwɑləti/","soʊ___wɪr___ˈrɪli___ˈlʊkɪŋ___fɔr___ˈkwɑləti"
"147","pay exactly, Silicon Valley, Singapore","Vậy, bạn có cần phải trả lương chính xác như những gì người ta nhận được ở Silicon Valley hay ở Singapore không? (Đã bỏ phần dẫn dắt lặp ý ở đầu câu.)","So, do you need to basically pay exactly what people would be getting in **Silicon Valley** or in **Singapore**?","So,___do___you___need___to___basically___pay___exactly___what___people___would___be___getting___in___**Silicon___Valley**___or___in___**Singapore**?","/soʊ du ju nid tu ˈbeɪsɪkli peɪ ɪɡˈzæktli wʌt ˈpipəl wʊd bi ˈɡɛtɪŋ ɪn ˈsɪlɪkɑn ˈvæli ɔr ɪn ˈsɪŋɡəpɔr/","soʊ___du___ju___nid___tu___ˈbeɪsɪkli___peɪ___ɪɡˈzæktli___wʌt___ˈpipəl___wʊd___bi___ˈɡɛtɪŋ___ɪn___ˈsɪlɪkɑn___ˈvæli___ɔr___ɪn___ˈsɪŋɡəpɔr"
"148","willing, go a little bit down","Mọi người sẵn sàng chấp nhận mức lương thấp hơn một chút, đúng không?","People are **willing to go a little bit down**, right?","People___are___**willing___to___go___a___little___bit___down**,___right?","/ˈpipəl ɑr ˈwɪlɪŋ tu ɡoʊ ə ˈlɪtəl bɪt daʊn raɪt/","ˈpipəl___ɑr___ˈwɪlɪŋ___tu___ɡoʊ___ə___ˈlɪtəl___bɪt___daʊn___raɪt"
